team,other_team,game,teamid,otherid
ucsantabarbara,virginia,ucsantabarbara vs. virginia,1364,1438
ucsantabarbara,virginiatech,ucsantabarbara vs. virginiatech,1364,1439
ucsantabarbara,westvirginia,ucsantabarbara vs. westvirginia,1364,1452
ucsantabarbara,winthrop,ucsantabarbara vs. winthrop,1364,1457
ucsantabarbara,wisconsin,ucsantabarbara vs. wisconsin,1364,1458
stbonaventure,moreheadst,stbonaventure vs. moreheadst,1382,1287
stbonaventure,norfolkst,stbonaventure vs. norfolkst,1382,1313
stbonaventure,northcarolina,stbonaventure vs. northcarolina,1382,1314
stbonaventure,northtexas,stbonaventure vs. northtexas,1382,1317
stbonaventure,ohio,stbonaventure vs. ohio,1382,1325
stbonaventure,ohiost,stbonaventure vs. ohiost,1382,1326
stbonaventure,oklahoma,stbonaventure vs. oklahoma,1382,1328
stbonaventure,oklahomast,stbonaventure vs. oklahomast,1382,1329
stbonaventure,oralroberts,stbonaventure vs. oralroberts,1382,1331
stbonaventure,oregon,stbonaventure vs. oregon,1382,1332
stbonaventure,oregonst,stbonaventure vs. oregonst,1382,1333
stbonaventure,purdue,stbonaventure vs. purdue,1382,1345
stbonaventure,rutgers,stbonaventure vs. rutgers,1382,1353
stbonaventure,sandiegost,stbonaventure vs. sandiegost,1382,1361
stbonaventure,ucsantabarbara,stbonaventure vs. ucsantabarbara,1382,1364
stbonaventure,syracuse,stbonaventure vs. syracuse,1382,1393
stbonaventure,tennessee,stbonaventure vs. tennessee,1382,1397
stbonaventure,texas,stbonaventure vs. texas,1382,1400
stbonaventure,texastech,stbonaventure vs. texastech,1382,1403
stbonaventure,texassouthern,stbonaventure vs. texassouthern,1382,1411
stbonaventure,ucla,stbonaventure vs. ucla,1382,1417
stbonaventure,uncgreensboro,stbonaventure vs. uncgreensboro,1382,1422
stbonaventure,southerncalifornia,stbonaventure vs. southerncalifornia,1382,1425
stbonaventure,utahst,stbonaventure vs. utahst,1382,1429
stbonaventure,vcu,stbonaventure vs. vcu,1382,1433
stbonaventure,villanova,stbonaventure vs. villanova,1382,1437
stbonaventure,virginia,stbonaventure vs. virginia,1382,1438
stbonaventure,virginiatech,stbonaventure vs. virginiatech,1382,1439
stbonaventure,westvirginia,stbonaventure vs. westvirginia,1382,1452
stbonaventure,winthrop,stbonaventure vs. winthrop,1382,1457
stbonaventure,wisconsin,stbonaventure vs. wisconsin,1382,1458
syracuse,moreheadst,syracuse vs. moreheadst,1393,1287
syracuse,norfolkst,syracuse vs. norfolkst,1393,1313
syracuse,northcarolina,syracuse vs. northcarolina,1393,1314
syracuse,northtexas,syracuse vs. northtexas,1393,1317
syracuse,ohio,syracuse vs. ohio,1393,1325
syracuse,ohiost,syracuse vs. ohiost,1393,1326
syracuse,oklahoma,syracuse vs. oklahoma,1393,1328
syracuse,oklahomast,syracuse vs. oklahomast,1393,1329
syracuse,oralroberts,syracuse vs. oralroberts,1393,1331
syracuse,oregon,syracuse vs. oregon,1393,1332
syracuse,oregonst,syracuse vs. oregonst,1393,1333
syracuse,purdue,syracuse vs. purdue,1393,1345
syracuse,rutgers,syracuse vs. rutgers,1393,1353
syracuse,sandiegost,syracuse vs. sandiegost,1393,1361
syracuse,ucsantabarbara,syracuse vs. ucsantabarbara,1393,1364
syracuse,stbonaventure,syracuse vs. stbonaventure,1393,1382
syracuse,tennessee,syracuse vs. tennessee,1393,1397
syracuse,texas,syracuse vs. texas,1393,1400
syracuse,texastech,syracuse vs. texastech,1393,1403
syracuse,texassouthern,syracuse vs. texassouthern,1393,1411
syracuse,ucla,syracuse vs. ucla,1393,1417
syracuse,uncgreensboro,syracuse vs. uncgreensboro,1393,1422
syracuse,southerncalifornia,syracuse vs. southerncalifornia,1393,1425
syracuse,utahst,syracuse vs. utahst,1393,1429
syracuse,vcu,syracuse vs. vcu,1393,1433
syracuse,villanova,syracuse vs. villanova,1393,1437
syracuse,virginia,syracuse vs. virginia,1393,1438
syracuse,virginiatech,syracuse vs. virginiatech,1393,1439
syracuse,westvirginia,syracuse vs. westvirginia,1393,1452
syracuse,winthrop,syracuse vs. winthrop,1393,1457
syracuse,wisconsin,syracuse vs. wisconsin,1393,1458
tennessee,moreheadst,tennessee vs. moreheadst,1397,1287
tennessee,norfolkst,tennessee vs. norfolkst,1397,1313
tennessee,northcarolina,tennessee vs. northcarolina,1397,1314
tennessee,northtexas,tennessee vs. northtexas,1397,1317
tennessee,ohio,tennessee vs. ohio,1397,1325
tennessee,ohiost,tennessee vs. ohiost,1397,1326
tennessee,oklahoma,tennessee vs. oklahoma,1397,1328
tennessee,oklahomast,tennessee vs. oklahomast,1397,1329
tennessee,oralroberts,tennessee vs. oralroberts,1397,1331
tennessee,oregon,tennessee vs. oregon,1397,1332
tennessee,oregonst,tennessee vs. oregonst,1397,1333
tennessee,purdue,tennessee vs. purdue,1397,1345
tennessee,rutgers,tennessee vs. rutgers,1397,1353
tennessee,sandiegost,tennessee vs. sandiegost,1397,1361
tennessee,ucsantabarbara,tennessee vs. ucsantabarbara,1397,1364
tennessee,stbonaventure,tennessee vs. stbonaventure,1397,1382
tennessee,syracuse,tennessee vs. syracuse,1397,1393
tennessee,texas,tennessee vs. texas,1397,1400
tennessee,texastech,tennessee vs. texastech,1397,1403
tennessee,texassouthern,tennessee vs. texassouthern,1397,1411
tennessee,ucla,tennessee vs. ucla,1397,1417
tennessee,uncgreensboro,tennessee vs. uncgreensboro,1397,1422
tennessee,southerncalifornia,tennessee vs. southerncalifornia,1397,1425
tennessee,utahst,tennessee vs. utahst,1397,1429
tennessee,vcu,tennessee vs. vcu,1397,1433
tennessee,villanova,tennessee vs. villanova,1397,1437
tennessee,virginia,tennessee vs. virginia,1397,1438
tennessee,virginiatech,tennessee vs. virginiatech,1397,1439
tennessee,westvirginia,tennessee vs. westvirginia,1397,1452
tennessee,winthrop,tennessee vs. winthrop,1397,1457
tennessee,wisconsin,tennessee vs. wisconsin,1397,1458
texas,moreheadst,texas vs. moreheadst,1400,1287
texas,norfolkst,texas vs. norfolkst,1400,1313
texas,northcarolina,texas vs. northcarolina,1400,1314
texas,northtexas,texas vs. northtexas,1400,1317
texas,ohio,texas vs. ohio,1400,1325
texas,ohiost,texas vs. ohiost,1400,1326
texas,oklahoma,texas vs. oklahoma,1400,1328
texas,oklahomast,texas vs. oklahomast,1400,1329
texas,oralroberts,texas vs. oralroberts,1400,1331
texas,oregon,texas vs. oregon,1400,1332
texas,oregonst,texas vs. oregonst,1400,1333
texas,purdue,texas vs. purdue,1400,1345
texas,rutgers,texas vs. rutgers,1400,1353
texas,sandiegost,texas vs. sandiegost,1400,1361
texas,ucsantabarbara,texas vs. ucsantabarbara,1400,1364
texas,stbonaventure,texas vs. stbonaventure,1400,1382
texas,syracuse,texas vs. syracuse,1400,1393
texas,tennessee,texas vs. tennessee,1400,1397
texas,texastech,texas vs. texastech,1400,1403
texas,texassouthern,texas vs. texassouthern,1400,1411
texas,ucla,texas vs. ucla,1400,1417
texas,uncgreensboro,texas vs. uncgreensboro,1400,1422
texas,southerncalifornia,texas vs. southerncalifornia,1400,1425
texas,utahst,texas vs. utahst,1400,1429
texas,vcu,texas vs. vcu,1400,1433
texas,villanova,texas vs. villanova,1400,1437
texas,virginia,texas vs. virginia,1400,1438
texas,virginiatech,texas vs. virginiatech,1400,1439
texas,westvirginia,texas vs. westvirginia,1400,1452
texas,winthrop,texas vs. winthrop,1400,1457
texas,wisconsin,texas vs. wisconsin,1400,1458
texastech,moreheadst,texastech vs. moreheadst,1403,1287
texastech,norfolkst,texastech vs. norfolkst,1403,1313
texastech,northcarolina,texastech vs. northcarolina,1403,1314
texastech,northtexas,texastech vs. northtexas,1403,1317
texastech,ohio,texastech vs. ohio,1403,1325
texastech,ohiost,texastech vs. ohiost,1403,1326
texastech,oklahoma,texastech vs. oklahoma,1403,1328
texastech,oklahomast,texastech vs. oklahomast,1403,1329
texastech,oralroberts,texastech vs. oralroberts,1403,1331
texastech,oregon,texastech vs. oregon,1403,1332
texastech,oregonst,texastech vs. oregonst,1403,1333
texastech,purdue,texastech vs. purdue,1403,1345
texastech,rutgers,texastech vs. rutgers,1403,1353
texastech,sandiegost,texastech vs. sandiegost,1403,1361
texastech,ucsantabarbara,texastech vs. ucsantabarbara,1403,1364
texastech,stbonaventure,texastech vs. stbonaventure,1403,1382
texastech,syracuse,texastech vs. syracuse,1403,1393
texastech,tennessee,texastech vs. tennessee,1403,1397
texastech,texas,texastech vs. texas,1403,1400
texastech,texassouthern,texastech vs. texassouthern,1403,1411
texastech,ucla,texastech vs. ucla,1403,1417
texastech,uncgreensboro,texastech vs. uncgreensboro,1403,1422
texastech,southerncalifornia,texastech vs. southerncalifornia,1403,1425
texastech,utahst,texastech vs. utahst,1403,1429
texastech,vcu,texastech vs. vcu,1403,1433
texastech,villanova,texastech vs. villanova,1403,1437
texastech,virginia,texastech vs. virginia,1403,1438
texastech,virginiatech,texastech vs. virginiatech,1403,1439
texastech,westvirginia,texastech vs. westvirginia,1403,1452
texastech,winthrop,texastech vs. winthrop,1403,1457
texastech,wisconsin,texastech vs. wisconsin,1403,1458
texassouthern,moreheadst,texassouthern vs. moreheadst,1411,1287
texassouthern,norfolkst,texassouthern vs. norfolkst,1411,1313
texassouthern,northcarolina,texassouthern vs. northcarolina,1411,1314
texassouthern,northtexas,texassouthern vs. northtexas,1411,1317
texassouthern,ohio,texassouthern vs. ohio,1411,1325
texassouthern,ohiost,texassouthern vs. ohiost,1411,1326
texassouthern,oklahoma,texassouthern vs. oklahoma,1411,1328
texassouthern,oklahomast,texassouthern vs. oklahomast,1411,1329
texassouthern,oralroberts,texassouthern vs. oralroberts,1411,1331
texassouthern,oregon,texassouthern vs. oregon,1411,1332
texassouthern,oregonst,texassouthern vs. oregonst,1411,1333
texassouthern,purdue,texassouthern vs. purdue,1411,1345
texassouthern,rutgers,texassouthern vs. rutgers,1411,1353
texassouthern,sandiegost,texassouthern vs. sandiegost,1411,1361
texassouthern,ucsantabarbara,texassouthern vs. ucsantabarbara,1411,1364
texassouthern,stbonaventure,texassouthern vs. stbonaventure,1411,1382
texassouthern,syracuse,texassouthern vs. syracuse,1411,1393
texassouthern,tennessee,texassouthern vs. tennessee,1411,1397
texassouthern,texas,texassouthern vs. texas,1411,1400
texassouthern,texastech,texassouthern vs. texastech,1411,1403
texassouthern,ucla,texassouthern vs. ucla,1411,1417
texassouthern,uncgreensboro,texassouthern vs. uncgreensboro,1411,1422
texassouthern,southerncalifornia,texassouthern vs. southerncalifornia,1411,1425
texassouthern,utahst,texassouthern vs. utahst,1411,1429
texassouthern,vcu,texassouthern vs. vcu,1411,1433
texassouthern,villanova,texassouthern vs. villanova,1411,1437
texassouthern,virginia,texassouthern vs. virginia,1411,1438
texassouthern,virginiatech,texassouthern vs. virginiatech,1411,1439
texassouthern,westvirginia,texassouthern vs. westvirginia,1411,1452
texassouthern,winthrop,texassouthern vs. winthrop,1411,1457
texassouthern,wisconsin,texassouthern vs. wisconsin,1411,1458
ucla,moreheadst,ucla vs. moreheadst,1417,1287
ucla,norfolkst,ucla vs. norfolkst,1417,1313
ucla,northcarolina,ucla vs. northcarolina,1417,1314
ucla,northtexas,ucla vs. northtexas,1417,1317
ucla,ohio,ucla vs. ohio,1417,1325
ucla,ohiost,ucla vs. ohiost,1417,1326
ucla,oklahoma,ucla vs. oklahoma,1417,1328
ucla,oklahomast,ucla vs. oklahomast,1417,1329
ucla,oralroberts,ucla vs. oralroberts,1417,1331
ucla,oregon,ucla vs. oregon,1417,1332
ucla,oregonst,ucla vs. oregonst,1417,1333
ucla,purdue,ucla vs. purdue,1417,1345
ucla,rutgers,ucla vs. rutgers,1417,1353
ucla,sandiegost,ucla vs. sandiegost,1417,1361
ucla,ucsantabarbara,ucla vs. ucsantabarbara,1417,1364
ucla,stbonaventure,ucla vs. stbonaventure,1417,1382
ucla,syracuse,ucla vs. syracuse,1417,1393
ucla,tennessee,ucla vs. tennessee,1417,1397
ucla,texas,ucla vs. texas,1417,1400
ucla,texastech,ucla vs. texastech,1417,1403
ucla,texassouthern,ucla vs. texassouthern,1417,1411
ucla,uncgreensboro,ucla vs. uncgreensboro,1417,1422
ucla,southerncalifornia,ucla vs. southerncalifornia,1417,1425
ucla,utahst,ucla vs. utahst,1417,1429
ucla,vcu,ucla vs. vcu,1417,1433
ucla,villanova,ucla vs. villanova,1417,1437
ucla,virginia,ucla vs. virginia,1417,1438
ucla,virginiatech,ucla vs. virginiatech,1417,1439
ucla,westvirginia,ucla vs. westvirginia,1417,1452
ucla,winthrop,ucla vs. winthrop,1417,1457
ucla,wisconsin,ucla vs. wisconsin,1417,1458
uncgreensboro,moreheadst,uncgreensboro vs. moreheadst,1422,1287
uncgreensboro,norfolkst,uncgreensboro vs. norfolkst,1422,1313
uncgreensboro,northcarolina,uncgreensboro vs. northcarolina,1422,1314
uncgreensboro,northtexas,uncgreensboro vs. northtexas,1422,1317
uncgreensboro,ohio,uncgreensboro vs. ohio,1422,1325
uncgreensboro,ohiost,uncgreensboro vs. ohiost,1422,1326
uncgreensboro,oklahoma,uncgreensboro vs. oklahoma,1422,1328
uncgreensboro,oklahomast,uncgreensboro vs. oklahomast,1422,1329
uncgreensboro,oralroberts,uncgreensboro vs. oralroberts,1422,1331
uncgreensboro,oregon,uncgreensboro vs. oregon,1422,1332
uncgreensboro,oregonst,uncgreensboro vs. oregonst,1422,1333
uncgreensboro,purdue,uncgreensboro vs. purdue,1422,1345
uncgreensboro,rutgers,uncgreensboro vs. rutgers,1422,1353
uncgreensboro,sandiegost,uncgreensboro vs. sandiegost,1422,1361
uncgreensboro,ucsantabarbara,uncgreensboro vs. ucsantabarbara,1422,1364
uncgreensboro,stbonaventure,uncgreensboro vs. stbonaventure,1422,1382
uncgreensboro,syracuse,uncgreensboro vs. syracuse,1422,1393
uncgreensboro,tennessee,uncgreensboro vs. tennessee,1422,1397
uncgreensboro,texas,uncgreensboro vs. texas,1422,1400
uncgreensboro,texastech,uncgreensboro vs. texastech,1422,1403
uncgreensboro,texassouthern,uncgreensboro vs. texassouthern,1422,1411
uncgreensboro,ucla,uncgreensboro vs. ucla,1422,1417
uncgreensboro,southerncalifornia,uncgreensboro vs. southerncalifornia,1422,1425
uncgreensboro,utahst,uncgreensboro vs. utahst,1422,1429
uncgreensboro,vcu,uncgreensboro vs. vcu,1422,1433
uncgreensboro,villanova,uncgreensboro vs. villanova,1422,1437
uncgreensboro,virginia,uncgreensboro vs. virginia,1422,1438
uncgreensboro,virginiatech,uncgreensboro vs. virginiatech,1422,1439
uncgreensboro,westvirginia,uncgreensboro vs. westvirginia,1422,1452
uncgreensboro,winthrop,uncgreensboro vs. winthrop,1422,1457
uncgreensboro,wisconsin,uncgreensboro vs. wisconsin,1422,1458
southerncalifornia,moreheadst,southerncalifornia vs. moreheadst,1425,1287
southerncalifornia,norfolkst,southerncalifornia vs. norfolkst,1425,1313
southerncalifornia,northcarolina,southerncalifornia vs. northcarolina,1425,1314
southerncalifornia,northtexas,southerncalifornia vs. northtexas,1425,1317
southerncalifornia,ohio,southerncalifornia vs. ohio,1425,1325
southerncalifornia,ohiost,southerncalifornia vs. ohiost,1425,1326
southerncalifornia,oklahoma,southerncalifornia vs. oklahoma,1425,1328
southerncalifornia,oklahomast,southerncalifornia vs. oklahomast,1425,1329
southerncalifornia,oralroberts,southerncalifornia vs. oralroberts,1425,1331
southerncalifornia,oregon,southerncalifornia vs. oregon,1425,1332
southerncalifornia,oregonst,southerncalifornia vs. oregonst,1425,1333
southerncalifornia,purdue,southerncalifornia vs. purdue,1425,1345
southerncalifornia,rutgers,southerncalifornia vs. rutgers,1425,1353
southerncalifornia,sandiegost,southerncalifornia vs. sandiegost,1425,1361
southerncalifornia,ucsantabarbara,southerncalifornia vs. ucsantabarbara,1425,1364
southerncalifornia,stbonaventure,southerncalifornia vs. stbonaventure,1425,1382
southerncalifornia,syracuse,southerncalifornia vs. syracuse,1425,1393
southerncalifornia,tennessee,southerncalifornia vs. tennessee,1425,1397
southerncalifornia,texas,southerncalifornia vs. texas,1425,1400
southerncalifornia,texastech,southerncalifornia vs. texastech,1425,1403
southerncalifornia,texassouthern,southerncalifornia vs. texassouthern,1425,1411
southerncalifornia,ucla,southerncalifornia vs. ucla,1425,1417
southerncalifornia,uncgreensboro,southerncalifornia vs. uncgreensboro,1425,1422
southerncalifornia,utahst,southerncalifornia vs. utahst,1425,1429
southerncalifornia,vcu,southerncalifornia vs. vcu,1425,1433
southerncalifornia,villanova,southerncalifornia vs. villanova,1425,1437
southerncalifornia,virginia,southerncalifornia vs. virginia,1425,1438
southerncalifornia,virginiatech,southerncalifornia vs. virginiatech,1425,1439
southerncalifornia,westvirginia,southerncalifornia vs. westvirginia,1425,1452
southerncalifornia,winthrop,southerncalifornia vs. winthrop,1425,1457
southerncalifornia,wisconsin,southerncalifornia vs. wisconsin,1425,1458
utahst,moreheadst,utahst vs. moreheadst,1429,1287
utahst,norfolkst,utahst vs. norfolkst,1429,1313
utahst,northcarolina,utahst vs. northcarolina,1429,1314
utahst,northtexas,utahst vs. northtexas,1429,1317
utahst,ohio,utahst vs. ohio,1429,1325
utahst,ohiost,utahst vs. ohiost,1429,1326
utahst,oklahoma,utahst vs. oklahoma,1429,1328
utahst,oklahomast,utahst vs. oklahomast,1429,1329
utahst,oralroberts,utahst vs. oralroberts,1429,1331
utahst,oregon,utahst vs. oregon,1429,1332
utahst,oregonst,utahst vs. oregonst,1429,1333
utahst,purdue,utahst vs. purdue,1429,1345
utahst,rutgers,utahst vs. rutgers,1429,1353
utahst,sandiegost,utahst vs. sandiegost,1429,1361
utahst,ucsantabarbara,utahst vs. ucsantabarbara,1429,1364
utahst,stbonaventure,utahst vs. stbonaventure,1429,1382
utahst,syracuse,utahst vs. syracuse,1429,1393
utahst,tennessee,utahst vs. tennessee,1429,1397
utahst,texas,utahst vs. texas,1429,1400
utahst,texastech,utahst vs. texastech,1429,1403
utahst,texassouthern,utahst vs. texassouthern,1429,1411
utahst,ucla,utahst vs. ucla,1429,1417
utahst,uncgreensboro,utahst vs. uncgreensboro,1429,1422
utahst,southerncalifornia,utahst vs. southerncalifornia,1429,1425
utahst,vcu,utahst vs. vcu,1429,1433
utahst,villanova,utahst vs. villanova,1429,1437
utahst,virginia,utahst vs. virginia,1429,1438
utahst,virginiatech,utahst vs. virginiatech,1429,1439
utahst,westvirginia,utahst vs. westvirginia,1429,1452
utahst,winthrop,utahst vs. winthrop,1429,1457
utahst,wisconsin,utahst vs. wisconsin,1429,1458
vcu,moreheadst,vcu vs. moreheadst,1433,1287
vcu,norfolkst,vcu vs. norfolkst,1433,1313
vcu,northcarolina,vcu vs. northcarolina,1433,1314
vcu,northtexas,vcu vs. northtexas,1433,1317
vcu,ohio,vcu vs. ohio,1433,1325
vcu,ohiost,vcu vs. ohiost,1433,1326
vcu,oklahoma,vcu vs. oklahoma,1433,1328
vcu,oklahomast,vcu vs. oklahomast,1433,1329
vcu,oralroberts,vcu vs. oralroberts,1433,1331
vcu,oregon,vcu vs. oregon,1433,1332
vcu,oregonst,vcu vs. oregonst,1433,1333
vcu,purdue,vcu vs. purdue,1433,1345
vcu,rutgers,vcu vs. rutgers,1433,1353
vcu,sandiegost,vcu vs. sandiegost,1433,1361
vcu,ucsantabarbara,vcu vs. ucsantabarbara,1433,1364
vcu,stbonaventure,vcu vs. stbonaventure,1433,1382
vcu,syracuse,vcu vs. syracuse,1433,1393
vcu,tennessee,vcu vs. tennessee,1433,1397
vcu,texas,vcu vs. texas,1433,1400
vcu,texastech,vcu vs. texastech,1433,1403
vcu,texassouthern,vcu vs. texassouthern,1433,1411
vcu,ucla,vcu vs. ucla,1433,1417
vcu,uncgreensboro,vcu vs. uncgreensboro,1433,1422
vcu,southerncalifornia,vcu vs. southerncalifornia,1433,1425
vcu,utahst,vcu vs. utahst,1433,1429
vcu,villanova,vcu vs. villanova,1433,1437
vcu,virginia,vcu vs. virginia,1433,1438
vcu,virginiatech,vcu vs. virginiatech,1433,1439
vcu,westvirginia,vcu vs. westvirginia,1433,1452
vcu,winthrop,vcu vs. winthrop,1433,1457
vcu,wisconsin,vcu vs. wisconsin,1433,1458
villanova,moreheadst,villanova vs. moreheadst,1437,1287
villanova,norfolkst,villanova vs. norfolkst,1437,1313
villanova,northcarolina,villanova vs. northcarolina,1437,1314
villanova,northtexas,villanova vs. northtexas,1437,1317
villanova,ohio,villanova vs. ohio,1437,1325
villanova,ohiost,villanova vs. ohiost,1437,1326
villanova,oklahoma,villanova vs. oklahoma,1437,1328
villanova,oklahomast,villanova vs. oklahomast,1437,1329
villanova,oralroberts,villanova vs. oralroberts,1437,1331
villanova,oregon,villanova vs. oregon,1437,1332
villanova,oregonst,villanova vs. oregonst,1437,1333
villanova,purdue,villanova vs. purdue,1437,1345
villanova,rutgers,villanova vs. rutgers,1437,1353
villanova,sandiegost,villanova vs. sandiegost,1437,1361
villanova,ucsantabarbara,villanova vs. ucsantabarbara,1437,1364
villanova,stbonaventure,villanova vs. stbonaventure,1437,1382
villanova,syracuse,villanova vs. syracuse,1437,1393
villanova,tennessee,villanova vs. tennessee,1437,1397
villanova,texas,villanova vs. texas,1437,1400
villanova,texastech,villanova vs. texastech,1437,1403
villanova,texassouthern,villanova vs. texassouthern,1437,1411
villanova,ucla,villanova vs. ucla,1437,1417
villanova,uncgreensboro,villanova vs. uncgreensboro,1437,1422
villanova,southerncalifornia,villanova vs. southerncalifornia,1437,1425
villanova,utahst,villanova vs. utahst,1437,1429
villanova,vcu,villanova vs. vcu,1437,1433
villanova,virginia,villanova vs. virginia,1437,1438
villanova,virginiatech,villanova vs. virginiatech,1437,1439
villanova,westvirginia,villanova vs. westvirginia,1437,1452
villanova,winthrop,villanova vs. winthrop,1437,1457
villanova,wisconsin,villanova vs. wisconsin,1437,1458
virginia,moreheadst,virginia vs. moreheadst,1438,1287
virginia,norfolkst,virginia vs. norfolkst,1438,1313
virginia,northcarolina,virginia vs. northcarolina,1438,1314
virginia,northtexas,virginia vs. northtexas,1438,1317
virginia,ohio,virginia vs. ohio,1438,1325
virginia,ohiost,virginia vs. ohiost,1438,1326
virginia,oklahoma,virginia vs. oklahoma,1438,1328
virginia,oklahomast,virginia vs. oklahomast,1438,1329
virginia,oralroberts,virginia vs. oralroberts,1438,1331
virginia,oregon,virginia vs. oregon,1438,1332
virginia,oregonst,virginia vs. oregonst,1438,1333
virginia,purdue,virginia vs. purdue,1438,1345
virginia,rutgers,virginia vs. rutgers,1438,1353
virginia,sandiegost,virginia vs. sandiegost,1438,1361
virginia,ucsantabarbara,virginia vs. ucsantabarbara,1438,1364
virginia,stbonaventure,virginia vs. stbonaventure,1438,1382
virginia,syracuse,virginia vs. syracuse,1438,1393
virginia,tennessee,virginia vs. tennessee,1438,1397
virginia,texas,virginia vs. texas,1438,1400
virginia,texastech,virginia vs. texastech,1438,1403
virginia,texassouthern,virginia vs. texassouthern,1438,1411
virginia,ucla,virginia vs. ucla,1438,1417
virginia,uncgreensboro,virginia vs. uncgreensboro,1438,1422
virginia,southerncalifornia,virginia vs. southerncalifornia,1438,1425
virginia,utahst,virginia vs. utahst,1438,1429
virginia,vcu,virginia vs. vcu,1438,1433
virginia,villanova,virginia vs. villanova,1438,1437
virginia,virginiatech,virginia vs. virginiatech,1438,1439
virginia,westvirginia,virginia vs. westvirginia,1438,1452
virginia,winthrop,virginia vs. winthrop,1438,1457
virginia,wisconsin,virginia vs. wisconsin,1438,1458
virginiatech,moreheadst,virginiatech vs. moreheadst,1439,1287
virginiatech,norfolkst,virginiatech vs. norfolkst,1439,1313
virginiatech,northcarolina,virginiatech vs. northcarolina,1439,1314
virginiatech,northtexas,virginiatech vs. northtexas,1439,1317
virginiatech,ohio,virginiatech vs. ohio,1439,1325
virginiatech,ohiost,virginiatech vs. ohiost,1439,1326
virginiatech,oklahoma,virginiatech vs. oklahoma,1439,1328
virginiatech,oklahomast,virginiatech vs. oklahomast,1439,1329
virginiatech,oralroberts,virginiatech vs. oralroberts,1439,1331
virginiatech,oregon,virginiatech vs. oregon,1439,1332
virginiatech,oregonst,virginiatech vs. oregonst,1439,1333
virginiatech,purdue,virginiatech vs. purdue,1439,1345
virginiatech,rutgers,virginiatech vs. rutgers,1439,1353
virginiatech,sandiegost,virginiatech vs. sandiegost,1439,1361
virginiatech,ucsantabarbara,virginiatech vs. ucsantabarbara,1439,1364
virginiatech,stbonaventure,virginiatech vs. stbonaventure,1439,1382
virginiatech,syracuse,virginiatech vs. syracuse,1439,1393
virginiatech,tennessee,virginiatech vs. tennessee,1439,1397
virginiatech,texas,virginiatech vs. texas,1439,1400
virginiatech,texastech,virginiatech vs. texastech,1439,1403
virginiatech,texassouthern,virginiatech vs. texassouthern,1439,1411
virginiatech,ucla,virginiatech vs. ucla,1439,1417
virginiatech,uncgreensboro,virginiatech vs. uncgreensboro,1439,1422
virginiatech,southerncalifornia,virginiatech vs. southerncalifornia,1439,1425
virginiatech,utahst,virginiatech vs. utahst,1439,1429
virginiatech,vcu,virginiatech vs. vcu,1439,1433
virginiatech,villanova,virginiatech vs. villanova,1439,1437
virginiatech,virginia,virginiatech vs. virginia,1439,1438
virginiatech,westvirginia,virginiatech vs. westvirginia,1439,1452
virginiatech,winthrop,virginiatech vs. winthrop,1439,1457
virginiatech,wisconsin,virginiatech vs. wisconsin,1439,1458
westvirginia,moreheadst,westvirginia vs. moreheadst,1452,1287
westvirginia,norfolkst,westvirginia vs. norfolkst,1452,1313
westvirginia,northcarolina,westvirginia vs. northcarolina,1452,1314
westvirginia,northtexas,westvirginia vs. northtexas,1452,1317
westvirginia,ohio,westvirginia vs. ohio,1452,1325
westvirginia,ohiost,westvirginia vs. ohiost,1452,1326
westvirginia,oklahoma,westvirginia vs. oklahoma,1452,1328
westvirginia,oklahomast,westvirginia vs. oklahomast,1452,1329
westvirginia,oralroberts,westvirginia vs. oralroberts,1452,1331
westvirginia,oregon,westvirginia vs. oregon,1452,1332
westvirginia,oregonst,westvirginia vs. oregonst,1452,1333
westvirginia,purdue,westvirginia vs. purdue,1452,1345
westvirginia,rutgers,westvirginia vs. rutgers,1452,1353
westvirginia,sandiegost,westvirginia vs. sandiegost,1452,1361
westvirginia,ucsantabarbara,westvirginia vs. ucsantabarbara,1452,1364
westvirginia,stbonaventure,westvirginia vs. stbonaventure,1452,1382
westvirginia,syracuse,westvirginia vs. syracuse,1452,1393
westvirginia,tennessee,westvirginia vs. tennessee,1452,1397
westvirginia,texas,westvirginia vs. texas,1452,1400
westvirginia,texastech,westvirginia vs. texastech,1452,1403
westvirginia,texassouthern,westvirginia vs. texassouthern,1452,1411
westvirginia,ucla,westvirginia vs. ucla,1452,1417
westvirginia,uncgreensboro,westvirginia vs. uncgreensboro,1452,1422
westvirginia,southerncalifornia,westvirginia vs. southerncalifornia,1452,1425
westvirginia,utahst,westvirginia vs. utahst,1452,1429
westvirginia,vcu,westvirginia vs. vcu,1452,1433
westvirginia,villanova,westvirginia vs. villanova,1452,1437
westvirginia,virginia,westvirginia vs. virginia,1452,1438
westvirginia,virginiatech,westvirginia vs. virginiatech,1452,1439
westvirginia,winthrop,westvirginia vs. winthrop,1452,1457
westvirginia,wisconsin,westvirginia vs. wisconsin,1452,1458
winthrop,moreheadst,winthrop vs. moreheadst,1457,1287
winthrop,norfolkst,winthrop vs. norfolkst,1457,1313
winthrop,northcarolina,winthrop vs. northcarolina,1457,1314
winthrop,northtexas,winthrop vs. northtexas,1457,1317
winthrop,ohio,winthrop vs. ohio,1457,1325
winthrop,ohiost,winthrop vs. ohiost,1457,1326
winthrop,oklahoma,winthrop vs. oklahoma,1457,1328
winthrop,oklahomast,winthrop vs. oklahomast,1457,1329
