team,season,id,x3fg,x3fga,apg,ast,bkpg,blks,fg_percent,fga,fgm,ft,fta,ft_percent,gm,l,w_l,pct,rank,reb,rpg,st,to,w,TeamNameSpelling,TeamID,ConfAbbrev
oklahoma,2021,se_data/se_2021,200,591,13.4,336,3.4,86,44.2,1517,670,329,442,74.4,25,10,15-10,60,69,907,36.3,184,277,15,oklahoma,1328,big_twelve
ucf,2021,se_data/se_2021,180,507,12.4,285,3.4,79,42.9,1262,542,282,387,72.9,23,12,11-12,47.8,161,765,33.3,157,340,11,ucf,1416,aac
sandiego,2021,se_data/se_2021,82,270,13.2,185,3.4,48,41.6,847,352,141,217,65,14,11,3-11,21.4,334,469,33.5,94,184,3,san diego,1360,wcc
sandiego,2021,se_data/se_2021,82,270,13.2,185,3.4,48,41.6,847,352,141,217,65,14,11,3-11,21.4,334,469,33.5,94,184,3,san-diego,1360,wcc
northernill,2021,se_data/se_2021,104,321,10.7,204,3.4,65,39.9,1143,456,168,273,61.5,19,16,3-16,15.8,317,688,36.2,110,261,3,northern ill.,1296,mac
northernill,2021,se_data/se_2021,104,321,10.7,204,3.4,65,39.9,1143,456,168,273,61.5,19,16,3-16,15.8,317,688,36.2,110,261,3,northern-ill,1296,mac
purdue,2021,se_data/se_2021,192,573,14.3,386,3.4,92,45.1,1527,689,350,492,71.1,27,9,18-9,66.7,87,1015,37.6,140,339,18,purdue,1345,big_ten
stanford,2021,se_data/se_2021,145,451,12.3,332,3.4,92,46.4,1461,678,382,533,71.7,27,13,14-13,51.9,230,905,33.5,191,403,14,stanford,1390,pac_twelve
utah,2021,se_data/se_2021,172,484,15.1,378,3.4,85,46.9,1398,656,319,403,79.2,25,13,12-13,48,196,782,31.3,136,314,12,utah,1428,pac_twelve
lafayette,2021,se_data/se_2021,129,358,16.2,243,3.4,51,43.6,928,405,226,281,80.4,15,6,9-6,60,299,525,35,94,163,9,lafayette,1248,patriot
oregonst,2021,se_data/se_2021,194,553,14.7,412,3.4,95,43.3,1586,687,411,541,76,28,12,16-12,57.1,114,951,34,173,321,16,oregon st,1333,pac_twelve
oregonst,2021,se_data/se_2021,194,553,14.7,412,3.4,95,43.3,1586,687,411,541,76,28,12,16-12,57.1,114,951,34,173,321,16,oregon st.,1333,pac_twelve
oregonst,2021,se_data/se_2021,194,553,14.7,412,3.4,95,43.3,1586,687,411,541,76,28,12,16-12,57.1,114,951,34,173,321,16,oregon-st,1333,pac_twelve
pacific,2021,se_data/se_2021,93,311,12.9,233,3.4,61,43.8,1093,479,205,302,67.9,18,9,9-9,50,324,623,34.6,116,216,9,pacific,1334,wcc
maryland,2021,se_data/se_2021,234,663,13.3,385,3.4,98,45.6,1533,699,363,517,70.2,29,13,16-13,55.2,28,965,33.3,145,324,16,maryland,1268,big_ten
georgiatech,2021,se_data/se_2021,184,518,16.2,389,3.4,81,47.6,1404,668,288,397,72.5,24,8,16-8,66.7,147,746,31.1,215,271,16,georgia tech,1210,acc
georgiatech,2021,se_data/se_2021,184,518,16.2,389,3.4,81,47.6,1404,668,288,397,72.5,24,8,16-8,66.7,147,746,31.1,215,271,16,georgia-tech,1210,acc
furman,2021,se_data/se_2021,242,708,16.6,416,3.4,84,48.7,1499,730,288,398,72.4,25,9,16-9,64,18,879,35.2,205,313,16,furman,1202,southern
illinoisst,2021,se_data/se_2021,195,566,13.8,345,3.4,84,46,1477,679,246,372,66.1,25,18,7-18,28,102,881,35.2,150,345,7,illinois st,1229,mvc
illinoisst,2021,se_data/se_2021,195,566,13.8,345,3.4,84,46,1477,679,246,372,66.1,25,18,7-18,28,102,881,35.2,150,345,7,illinois st.,1229,mvc
illinoisst,2021,se_data/se_2021,195,566,13.8,345,3.4,84,46,1477,679,246,372,66.1,25,18,7-18,28,102,881,35.2,150,345,7,illinois-st,1229,mvc
lasalle,2021,se_data/se_2021,195,573,12.7,318,3.3,83,43.6,1453,633,241,352,68.5,25,16,9-16,36,87,829,33.2,186,361,9,la salle,1247,a_ten
lasalle,2021,se_data/se_2021,195,573,12.7,318,3.3,83,43.6,1453,633,241,352,68.5,25,16,9-16,36,87,829,33.2,186,361,9,la-salle,1247,a_ten
loyolamaryland,2021,se_data/se_2021,87,279,13.1,209,3.3,53,46.5,930,432,203,335,60.6,16,10,6-10,37.5,333,603,37.7,114,233,6,loyola maryland,1259,patriot
loyolamaryland,2021,se_data/se_2021,87,279,13.1,209,3.3,53,46.5,930,432,203,335,60.6,16,10,6-10,37.5,333,603,37.7,114,233,6,loyola-maryland,1259,patriot
littlerock,2021,se_data/se_2021,147,472,13.6,354,3.3,86,45.5,1401,638,363,517,70.2,26,15,11-15,42.3,213,898,34.5,165,392,11,little rock,1114,sun_belt
littlerock,2021,se_data/se_2021,147,472,13.6,354,3.3,86,45.5,1401,638,363,517,70.2,26,15,11-15,42.3,213,898,34.5,165,392,11,little-rock,1114,sun_belt
kentst,2021,se_data/se_2021,185,567,14.3,330,3.3,76,44.3,1432,635,309,397,77.8,23,8,15-8,65.2,99,900,39.1,156,312,15,kent st.,1245,mac
kentst,2021,se_data/se_2021,185,567,14.3,330,3.3,76,44.3,1432,635,309,397,77.8,23,8,15-8,65.2,99,900,39.1,156,312,15,kent-st,1245,mac
northflorida,2021,se_data/se_2021,229,625,12.9,297,3.3,76,44.5,1282,570,232,325,71.4,23,15,8-15,34.8,45,753,32.7,102,344,8,north florida,1316,a_sun
northflorida,2021,se_data/se_2021,229,625,12.9,297,3.3,76,44.5,1282,570,232,325,71.4,23,15,8-15,34.8,45,753,32.7,102,344,8,north-florida,1316,a_sun
siena,2021,se_data/se_2021,108,314,12.6,215,3.3,56,46,894,411,219,333,65.8,17,5,12-5,70.6,322,594,34.9,94,219,12,siena,1373,maac
williammary,2021,se_data/se_2021,98,342,10.8,183,3.3,56,40.9,948,388,227,303,74.9,17,10,7-10,41.2,307,574,33.8,90,232,7,william & mary,1456,caa
williammary,2021,se_data/se_2021,98,342,10.8,183,3.3,56,40.9,948,388,227,303,74.9,17,10,7-10,41.2,307,574,33.8,90,232,7,william--mary,1456,caa
williammary,2021,se_data/se_2021,98,342,10.8,183,3.3,56,40.9,948,388,227,303,74.9,17,10,7-10,41.2,307,574,33.8,90,232,7,william-mary,1456,caa
ohiost,2021,se_data/se_2021,227,630,13.1,367,3.3,92,46.1,1597,737,463,602,76.9,28,8,20-8,71.4,44,1012,36.1,131,296,20,ohio st,1326,big_ten
ohiost,2021,se_data/se_2021,227,630,13.1,367,3.3,92,46.1,1597,737,463,602,76.9,28,8,20-8,71.4,44,1012,36.1,131,296,20,ohio st.,1326,big_ten
ohiost,2021,se_data/se_2021,227,630,13.1,367,3.3,92,46.1,1597,737,463,602,76.9,28,8,20-8,71.4,44,1012,36.1,131,296,20,ohio-st,1326,big_ten
arizonast,2021,se_data/se_2021,179,537,13.1,327,3.3,82,43.3,1515,656,367,504,72.8,25,14,11-14,44,126,796,31.8,182,274,11,arizona st,1113,pac_twelve
arizonast,2021,se_data/se_2021,179,537,13.1,327,3.3,82,43.3,1515,656,367,504,72.8,25,14,11-14,44,126,796,31.8,182,274,11,arizona st.,1113,pac_twelve
arizonast,2021,se_data/se_2021,179,537,13.1,327,3.3,82,43.3,1515,656,367,504,72.8,25,14,11-14,44,126,796,31.8,182,274,11,arizona-st,1113,pac_twelve
jacksonst,2021,se_data/se_2021,100,294,10.6,190,3.3,59,39.5,1004,397,287,422,68,18,6,12-6,66.7,329,663,36.8,147,272,12,jackson st,1238,swac
jacksonst,2021,se_data/se_2021,100,294,10.6,190,3.3,59,39.5,1004,397,287,422,68,18,6,12-6,66.7,329,663,36.8,147,272,12,jackson st.,1238,swac
jacksonst,2021,se_data/se_2021,100,294,10.6,190,3.3,59,39.5,1004,397,287,422,68,18,6,12-6,66.7,329,663,36.8,147,272,12,jackson-st,1238,swac
norfolkst,2021,se_data/se_2021,173,466,12,265,3.3,72,43.6,1298,566,354,504,70.2,22,7,15-7,68.2,220,816,37.1,137,286,15,norfolk st,1313,meac
norfolkst,2021,se_data/se_2021,173,466,12,265,3.3,72,43.6,1298,566,354,504,70.2,22,7,15-7,68.2,220,816,37.1,137,286,15,norfolk st.,1313,meac
norfolkst,2021,se_data/se_2021,173,466,12,265,3.3,72,43.6,1298,566,354,504,70.2,22,7,15-7,68.2,220,816,37.1,137,286,15,norfolk-st,1313,meac
easternill,2021,se_data/se_2021,186,574,13.3,360,3.3,88,43.6,1623,707,274,417,65.7,27,18,9-18,33.3,86,947,35.1,193,383,9,eastern ill.,1183,ovc
easternill,2021,se_data/se_2021,186,574,13.3,360,3.3,88,43.6,1623,707,274,417,65.7,27,18,9-18,33.3,86,947,35.1,193,383,9,eastern-ill,1183,ovc
nebraska,2021,se_data/se_2021,228,684,13.7,369,3.3,88,41.8,1604,671,319,499,63.9,27,20,7-20,25.9,25,977,36.2,193,380,7,nebraska,1304,big_ten
southalabama,2021,se_data/se_2021,256,707,11.2,314,3.2,91,44.1,1621,715,389,542,71.8,28,11,17-11,60.7,20,996,35.6,200,333,17,south alabama,1375,sun_belt
southalabama,2021,se_data/se_2021,256,707,11.2,314,3.2,91,44.1,1621,715,389,542,71.8,28,11,17-11,60.7,20,996,35.6,200,333,17,south-alabama,1375,sun_belt
sanfrancisco,2021,se_data/se_2021,259,759,11.8,295,3.2,81,42.8,1513,647,233,325,71.7,25,14,11-14,44,8,830,33.2,179,292,11,san francisco,1362,wcc
sanfrancisco,2021,se_data/se_2021,259,759,11.8,295,3.2,81,42.8,1513,647,233,325,71.7,25,14,11-14,44,8,830,33.2,179,292,11,san-francisco,1362,wcc
coppinst,2021,se_data/se_2021,193,636,13,286,3.2,71,41.1,1287,529,351,564,62.2,22,13,9-13,40.9,42,796,36.2,188,348,9,coppin st,1164,meac
coppinst,2021,se_data/se_2021,193,636,13,286,3.2,71,41.1,1287,529,351,564,62.2,22,13,9-13,40.9,42,796,36.2,188,348,9,coppin st.,1164,meac
coppinst,2021,se_data/se_2021,193,636,13,286,3.2,71,41.1,1287,529,351,564,62.2,22,13,9-13,40.9,42,796,36.2,188,348,9,coppin-st,1164,meac
nicholls,2021,se_data/se_2021,190,578,13.7,328,3.2,77,46.2,1547,715,295,435,67.8,24,6,18-6,75,79,922,38.4,218,312,18,nicholls,1311,southland
utsa,2021,se_data/se_2021,209,625,14.7,383,3.2,83,44.7,1717,768,305,401,76.1,26,11,15-11,57.7,45,1001,38.5,161,302,15,utsa,1427,cusa
tennesseest,2021,se_data/se_2021,138,480,11.7,268,3.2,73,42.3,1342,568,299,438,68.3,23,19,4-19,17.4,201,776,33.7,170,353,4,tennessee st,1398,ovc
tennesseest,2021,se_data/se_2021,138,480,11.7,268,3.2,73,42.3,1342,568,299,438,68.3,23,19,4-19,17.4,201,776,33.7,170,353,4,tennessee st.,1398,ovc
tennesseest,2021,se_data/se_2021,138,480,11.7,268,3.2,73,42.3,1342,568,299,438,68.3,23,19,4-19,17.4,201,776,33.7,170,353,4,tennessee-st,1398,ovc
saintlouis,2021,se_data/se_2021,131,372,17.6,353,3.1,63,46.4,1205,559,258,367,70.3,20,6,14-6,70,291,778,38.9,141,241,14,saint louis,1387,a_ten
saintlouis,2021,se_data/se_2021,131,372,17.6,353,3.1,63,46.4,1205,559,258,367,70.3,20,6,14-6,70,291,778,38.9,141,241,14,saint-louis,1387,a_ten
saintlouis,2021,se_data/se_2021,131,372,17.6,353,3.1,63,46.4,1205,559,258,367,70.3,20,6,14-6,70,291,778,38.9,141,241,14,saintlouis,1387,a_ten
saintmarys,2021,se_data/se_2021,141,482,10.5,241,3.1,72,42,1281,538,258,353,73.1,23,9,14-9,60.9,200,796,34.6,142,261,14,saint mary's,1388,wcc
saintmarys,2021,se_data/se_2021,141,482,10.5,241,3.1,72,42,1281,538,258,353,73.1,23,9,14-9,60.9,200,796,34.6,142,261,14,saint-marys,1388,wcc
iowast,2021,se_data/se_2021,175,546,11.6,278,3.1,75,41.8,1413,591,217,277,78.3,24,22,2-22,8.3,117,758,31.6,156,358,2,iowa st,1235,big_twelve
iowast,2021,se_data/se_2021,175,546,11.6,278,3.1,75,41.8,1413,591,217,277,78.3,24,22,2-22,8.3,117,758,31.6,156,358,2,iowa st.,1235,big_twelve
iowast,2021,se_data/se_2021,175,546,11.6,278,3.1,75,41.8,1413,591,217,277,78.3,24,22,2-22,8.3,117,758,31.6,156,358,2,iowa-st,1235,big_twelve
abilenechristian,2021,se_data/se_2021,203,584,18.2,472,3.1,81,46,1564,720,374,560,66.8,26,4,22-4,84.6,72,927,35.7,256,358,22,abilene christian,1101,southland
abilenechristian,2021,se_data/se_2021,203,584,18.2,472,3.1,81,46,1564,720,374,560,66.8,26,4,22-4,84.6,72,927,35.7,256,358,22,abilene-christian,1101,southland
bostonu,2021,se_data/se_2021,125,393,10.6,190,3.1,56,43.6,1035,451,222,296,75,18,11,7-11,38.9,280,636,35.3,97,225,7,boston u,1131,patriot
bostonu,2021,se_data/se_2021,125,393,10.6,190,3.1,56,43.6,1035,451,222,296,75,18,11,7-11,38.9,280,636,35.3,97,225,7,boston u.,1131,patriot
bostonu,2021,se_data/se_2021,125,393,10.6,190,3.1,56,43.6,1035,451,222,296,75,18,11,7-11,38.9,280,636,35.3,97,225,7,boston-u,1131,patriot
troy,2021,se_data/se_2021,171,619,11.4,320,3.1,87,39.8,1596,636,386,555,69.5,28,17,11-17,39.3,50,1056,37.7,175,417,11,troy,1407,sun_belt
eastcarolina,2021,se_data/se_2021,109,359,15.9,303,3.1,59,41,1094,449,262,362,72.4,19,11,8-11,42.1,297,653,34.4,117,240,8,east carolina,1187,aac
eastcarolina,2021,se_data/se_2021,109,359,15.9,303,3.1,59,41,1094,449,262,362,72.4,19,11,8-11,42.1,297,653,34.4,117,240,8,east-carolina,1187,aac
grandcanyon,2021,se_data/se_2021,148,449,16.4,360,3.1,68,49.2,1259,620,276,405,68.1,22,6,16-6,72.7,234,882,40.1,108,292,16,grand canyon,1213,wac
grandcanyon,2021,se_data/se_2021,148,449,16.4,360,3.1,68,49.2,1259,620,276,405,68.1,22,6,16-6,72.7,234,882,40.1,108,292,16,grand-canyon,1213,wac
uic,2021,se_data/se_2021,178,544,13.5,297,3.1,68,42.9,1301,558,195,296,65.9,22,13,9-13,40.9,120,766,34.8,81,291,9,uic,1227,horizon
southdakotast,2021,se_data/se_2021,185,458,14.2,327,3.1,71,49.8,1315,655,355,496,71.6,23,7,16-7,69.6,225,822,35.7,127,283,16,south dakota st.,1355,summit
southdakotast,2021,se_data/se_2021,185,458,14.2,327,3.1,71,49.8,1315,655,355,496,71.6,23,7,16-7,69.6,225,822,35.7,127,283,16,south-dakota-st,1355,summit
tulane,2021,se_data/se_2021,151,507,11.7,269,3.1,71,38.3,1269,486,347,465,74.6,23,13,10-13,43.5,161,752,32.7,172,258,10,tulane,1408,aac
amcorpuschristi,2021,se_data/se_2021,153,464,12.8,308,3.1,74,41.8,1296,542,317,463,68.5,24,19,5-19,20.8,222,817,34,165,401,5,a&m-corpus christi,1394,southland
binghamton,2021,se_data/se_2021,156,472,11.1,199,3.1,55,41.4,1039,430,162,241,67.2,18,14,4-14,22.2,213,642,35.7,90,250,4,binghamton,1127,aec
westernill,2021,se_data/se_2021,157,497,10.2,225,3,67,40.4,1363,550,349,488,71.5,22,15,7-15,31.8,175,839,38.1,116,285,7,western ill.,1442,summit
westernill,2021,se_data/se_2021,157,497,10.2,225,3,67,40.4,1363,550,349,488,71.5,22,15,7-15,31.8,175,839,38.1,116,285,7,western-ill,1442,summit
grambling,2021,se_data/se_2021,125,377,14,337,3,73,42.8,1313,562,368,553,66.5,24,12,12-12,50,289,827,34.5,194,370,12,grambling,1212,swac
csubakersfield,2021,se_data/se_2021,146,414,14,365,3,78,44.7,1531,684,297,416,71.4,26,11,15-11,57.7,261,959,36.9,167,338,15,csu bakersfield,1167,wac
csubakersfield,2021,se_data/se_2021,146,414,14,365,3,78,44.7,1531,684,297,416,71.4,26,11,15-11,57.7,261,959,36.9,167,338,15,csu-bakersfield,1167,wac
nevada,2021,se_data/se_2021,201,567,14.4,374,3,78,44.7,1445,646,423,560,75.5,26,10,16-10,61.5,99,928,35.7,145,331,16,nevada,1305,mwc
providence,2021,se_data/se_2021,164,513,13.5,350,3,78,43,1529,657,338,483,70,26,13,13-13,50,154,928,35.7,147,306,13,providence,1344,big_east
omaha,2021,se_data/se_2021,133,397,9.4,236,3,75,41.8,1494,625,300,436,68.8,25,20,5-20,20,276,853,34.1,141,326,5,omaha,1303,summit
vmi,2021,se_data/se_2021,270,711,15.7,393,3,75,46.5,1517,706,319,413,77.2,25,12,13-12,52,16,963,38.5,134,314,13,vmi,1440,southern
weberst,2021,se_data/se_2021,193,496,15,345,3,69,50.5,1300,656,376,478,78.7,23,6,17-6,73.9,178,754,32.8,154,288,17,weber st,1451,big_sky
weberst,2021,se_data/se_2021,193,496,15,345,3,69,50.5,1300,656,376,478,78.7,23,6,17-6,73.9,178,754,32.8,154,288,17,weber st.,1451,big_sky
weberst,2021,se_data/se_2021,193,496,15,345,3,69,50.5,1300,656,376,478,78.7,23,6,17-6,73.9,178,754,32.8,154,288,17,weber-st,1451,big_sky
portlandst,2021,se_data/se_2021,152,517,11.2,247,3,66,39.9,1335,532,296,437,67.7,22,13,9-13,40.9,149,832,37.8,182,305,9,portland st,1340,big_sky
portlandst,2021,se_data/se_2021,152,517,11.2,247,3,66,39.9,1335,532,296,437,67.7,22,13,9-13,40.9,149,832,37.8,182,305,9,portland st.,1340,big_sky
portlandst,2021,se_data/se_2021,152,517,11.2,247,3,66,39.9,1335,532,296,437,67.7,22,13,9-13,40.9,149,832,37.8,182,305,9,portland-st,1340,big_sky
robertmorris,2021,se_data/se_2021,142,394,15.7,299,3,57,44.3,1169,518,196,299,65.6,19,15,4-15,21.1,279,646,34,124,254,4,robert morris,1352,nec
robertmorris,2021,se_data/se_2021,142,394,15.7,299,3,57,44.3,1169,518,196,299,65.6,19,15,4-15,21.1,279,646,34,124,254,4,robert-morris,1352,nec
drake,2021,se_data/se_2021,204,552,13.8,399,3,86,49.4,1757,868,305,428,71.3,29,4,25-4,86.2,115,1043,36,207,299,25,drake,1179,mvc
mercer,2021,se_data/se_2021,250,673,16.5,479,3,86,47.9,1738,832,311,433,71.8,29,11,18-11,62.1,26,1053,36.3,200,373,18,mercer,1273,southern
mississippival,2021,se_data/se_2021,214,651,11,264,3,71,35.6,1347,480,190,332,57.2,24,22,2-22,8.3,34,749,31.2,110,429,2,mississippi val.,1290,swac
mississippival,2021,se_data/se_2021,214,651,11,264,3,71,35.6,1347,480,190,332,57.2,24,22,2-22,8.3,34,749,31.2,110,429,2,mississippi-val,1290,swac
hofstra,2021,se_data/se_2021,174,527,12.7,293,3,68,44.3,1342,595,317,443,71.6,23,10,13-10,56.5,133,816,35.5,152,279,13,hofstra,1220,caa
northwesternst,2021,se_data/se_2021,210,603,13,376,2.9,85,43.1,1788,770,356,530,67.2,29,18,11-18,37.9,63,1031,35.6,202,419,11,northwestern st.,1322,southland
northwesternst,2021,se_data/se_2021,210,603,13,376,2.9,85,43.1,1788,770,356,530,67.2,29,18,11-18,37.9,63,1031,35.6,202,419,11,northwestern-st,1322,southland
colorado,2021,se_data/se_2021,213,570,13.5,377,2.9,82,45.8,1602,733,397,478,83.1,28,7,22-7,75.9,93,980,35,152,301,22,colorado,1160,pac_twelve
boisest,2021,se_data/se_2021,199,582,13.4,348,2.9,76,45.5,1522,693,396,532,74.4,26,8,18-8,69.2,74,929,35.7,172,299,18,boise st,1129,mwc
boisest,2021,se_data/se_2021,199,582,13.4,348,2.9,76,45.5,1522,693,396,532,74.4,26,8,18-8,69.2,74,929,35.7,172,299,18,boise st.,1129,mwc
boisest,2021,se_data/se_2021,199,582,13.4,348,2.9,76,45.5,1522,693,396,532,74.4,26,8,18-8,69.2,74,929,35.7,172,299,18,boise-st,1129,mwc
charlotte,2021,se_data/se_2021,143,441,11.3,282,2.9,73,43.2,1261,545,354,484,73.1,25,16,9-16,36,240,779,31.2,136,335,9,charlotte,1150,cusa
indianast,2021,se_data/se_2021,149,446,10.7,267,2.9,73,43.3,1338,580,353,481,73.4,25,10,15-10,60,238,796,31.8,164,302,15,indiana st,1232,mvc
indianast,2021,se_data/se_2021,149,446,10.7,267,2.9,73,43.3,1338,580,353,481,73.4,25,10,15-10,60,238,796,31.8,164,302,15,indiana st.,1232,mvc
indianast,2021,se_data/se_2021,149,446,10.7,267,2.9,73,43.3,1338,580,353,481,73.4,25,10,15-10,60,238,796,31.8,164,302,15,indiana-st,1232,mvc
northtexas,2021,se_data/se_2021,189,502,13.4,335,2.9,73,47.9,1349,646,273,374,73,25,9,16-9,64,169,829,33.2,172,326,16,north texas,1317,cusa
northtexas,2021,se_data/se_2021,189,502,13.4,335,2.9,73,47.9,1349,646,273,374,73,25,9,16-9,64,169,829,33.2,172,326,16,north-texas,1317,cusa
texasst,2021,se_data/se_2021,139,366,13.6,339,2.9,73,46.2,1361,629,263,372,70.7,25,7,18-7,72,295,822,32.9,172,333,18,texas st,1402,sun_belt
texasst,2021,se_data/se_2021,139,366,13.6,339,2.9,73,46.2,1361,629,263,372,70.7,25,7,18-7,72,295,822,32.9,172,333,18,texas st.,1402,sun_belt
texasst,2021,se_data/se_2021,139,366,13.6,339,2.9,73,46.2,1361,629,263,372,70.7,25,7,18-7,72,295,822,32.9,172,333,18,texas-st,1402,sun_belt
fresnost,2021,se_data/se_2021,164,499,10.4,249,2.9,70,42.8,1289,552,323,485,66.6,24,12,12-12,50,171,853,35.5,158,344,12,fresno st,1201,mwc
fresnost,2021,se_data/se_2021,164,499,10.4,249,2.9,70,42.8,1289,552,323,485,66.6,24,12,12-12,50,171,853,35.5,158,344,12,fresno st.,1201,mwc
fresnost,2021,se_data/se_2021,164,499,10.4,249,2.9,70,42.8,1289,552,323,485,66.6,24,12,12-12,50,171,853,35.5,158,344,12,fresno-st,1201,mwc
pepperdine,2021,se_data/se_2021,168,521,15.9,381,2.9,70,45.6,1425,650,362,464,78,24,12,12-12,50,143,833,34.7,151,319,12,pepperdine,1337,wcc
centralmich,2021,se_data/se_2021,152,462,10.7,246,2.9,67,44.5,1417,631,352,523,67.3,23,16,7-16,30.4,224,833,36.2,188,308,7,central mich.,1141,mac
centralmich,2021,se_data/se_2021,152,462,10.7,246,2.9,67,44.5,1417,631,352,523,67.3,23,16,7-16,30.4,224,833,36.2,188,308,7,central-mich,1141,mac
portland,2021,se_data/se_2021,153,451,11.9,250,2.9,61,41.1,1187,488,330,426,77.5,21,15,6-15,28.6,230,600,28.6,132,292,6,portland,1339,wcc
belmont,2021,se_data/se_2021,271,787,18.2,547,2.9,87,48.9,1829,894,380,515,73.8,30,4,26-4,86.7,5,1072,35.7,232,361,26,belmont,1125,ovc
newhampshire,2021,se_data/se_2021,129,406,11.2,213,2.9,55,40.2,1125,452,245,358,68.4,19,9,10-9,52.6,269,706,37.2,104,209,10,new hampshire,1306,aec
newhampshire,2021,se_data/se_2021,129,406,11.2,213,2.9,55,40.2,1125,452,245,358,68.4,19,9,10-9,52.6,269,706,37.2,104,209,10,new-hampshire,1306,aec
longbeachst,2021,se_data/se_2021,127,354,11.7,210,2.9,52,44.5,1047,466,269,395,68.1,18,12,6-12,33.3,302,630,35,112,288,6,long beach st,1253,big_west
longbeachst,2021,se_data/se_2021,127,354,11.7,210,2.9,52,44.5,1047,466,269,395,68.1,18,12,6-12,33.3,302,630,35,112,288,6,long beach st.,1253,big_west
longbeachst,2021,se_data/se_2021,127,354,11.7,210,2.9,52,44.5,1047,466,269,395,68.1,18,12,6-12,33.3,302,630,35,112,288,6,long-beach-st,1253,big_west
ucsantabarbara,2021,se_data/se_2021,168,480,16.4,411,2.9,72,48.5,1419,688,366,486,75.3,25,4,21-4,84,201,881,35.2,189,278,21,uc santa barbara,1364,big_west
ucsantabarbara,2021,se_data/se_2021,168,480,16.4,411,2.9,72,48.5,1419,688,366,486,75.3,25,4,21-4,84,201,881,35.2,189,278,21,uc-santa barbara,1364,big_west
ucsantabarbara,2021,se_data/se_2021,168,480,16.4,411,2.9,72,48.5,1419,688,366,486,75.3,25,4,21-4,84,201,881,35.2,189,278,21,uc-santa-barbara,1364,big_west
missourist,2021,se_data/se_2021,180,515,13.5,325,2.9,69,47.8,1332,637,308,415,74.2,24,7,17-7,70.8,151,887,37,112,305,17,missouri st,1283,mvc
missourist,2021,se_data/se_2021,180,515,13.5,325,2.9,69,47.8,1332,637,308,415,74.2,24,7,17-7,70.8,151,887,37,112,305,17,missouri st.,1283,mvc
missourist,2021,se_data/se_2021,180,515,13.5,325,2.9,69,47.8,1332,637,308,415,74.2,24,7,17-7,70.8,151,887,37,112,305,17,missouri-st,1283,mvc
clemson,2021,se_data/se_2021,192,555,13.3,305,2.9,66,42.8,1264,541,228,298,76.5,23,7,16-7,69.6,111,751,32.7,140,292,16,clemson,1155,acc
westvirginia,2021,se_data/se_2021,196,549,13.8,373,2.9,77,42.8,1660,711,469,654,71.7,27,9,18-9,66.7,116,1033,38.3,202,328,18,west virginia,1452,big_twelve
westvirginia,2021,se_data/se_2021,196,549,13.8,373,2.9,77,42.8,1660,711,469,654,71.7,27,9,18-9,66.7,116,1033,38.3,202,328,18,west-virginia,1452,big_twelve
byu,2021,se_data/se_2021,233,616,16.6,431,2.8,74,48.2,1557,751,312,427,73.1,26,6,20-6,76.9,52,1024,39.4,123,346,20,byu,1140,wcc
gonzaga,2021,se_data/se_2021,190,520,18.3,476,2.8,74,55.1,1612,888,429,590,72.7,26,0,26-0,100,144,986,37.9,216,315,26,gonzaga,1211,wcc
ulm,2021,se_data/se_2021,194,571,13.7,355,2.8,74,41.6,1464,609,258,367,70.3,26,19,7-19,26.9,91,794,30.5,193,338,7,ulm,1419,sun_belt
arkansasst,2021,se_data/se_2021,154,402,14.5,347,2.8,68,44.7,1390,621,345,478,72.2,24,13,11-13,45.8,272,892,37.2,158,314,11,arkansas st,1117,sun_belt
arkansasst,2021,se_data/se_2021,154,402,14.5,347,2.8,68,44.7,1390,621,345,478,72.2,24,13,11-13,45.8,272,892,37.2,158,314,11,arkansas st.,1117,sun_belt
arkansasst,2021,se_data/se_2021,154,402,14.5,347,2.8,68,44.7,1390,621,345,478,72.2,24,13,11-13,45.8,272,892,37.2,158,314,11,arkansas-st,1117,sun_belt
easternwash,2021,se_data/se_2021,190,530,15.4,338,2.8,62,46.9,1315,617,306,389,78.7,22,7,15-7,68.2,130,785,35.7,109,251,15,eastern wash.,1186,big_sky
easternwash,2021,se_data/se_2021,190,530,15.4,338,2.8,62,46.9,1315,617,306,389,78.7,22,7,15-7,68.2,130,785,35.7,109,251,15,eastern-wash,1186,big_sky
southfla,2021,se_data/se_2021,138,422,11.4,251,2.8,62,40.4,1277,516,279,438,63.7,22,13,9-13,40.9,254,831,37.8,116,308,9,south fla.,1378,aac
southfla,2021,se_data/se_2021,138,422,11.4,251,2.8,62,40.4,1277,516,279,438,63.7,22,13,9-13,40.9,254,831,37.8,116,308,9,south-fla,1378,aac
unlv,2021,se_data/se_2021,225,639,13.2,356,2.8,76,44.5,1587,706,238,336,70.8,27,15,12-15,44.4,40,973,36,172,337,12,unlv,1424,mwc
neworleans,2021,se_data/se_2021,137,417,15.6,391,2.8,70,47.6,1476,703,356,483,73.7,25,15,10-15,40,258,880,35.2,190,421,10,new orleans,1309,southland
neworleans,2021,se_data/se_2021,137,417,15.6,391,2.8,70,47.6,1476,703,356,483,73.7,25,15,10-15,40,258,880,35.2,190,421,10,new-orleans,1309,southland
neworleans,2021,se_data/se_2021,137,417,15.6,391,2.8,70,47.6,1476,703,356,483,73.7,25,15,10-15,40,258,880,35.2,190,421,10,neworleans,1309,southland
